client_id,name,email,signup_date,segment,country,age
C100651,Emma Richard,user651@example.com,2024-01-27,premium,FR,84.0
C100809,Noah Martin,user809@example.com,21/08/2024,plus,FR,32.0
C100992,Emma Thomas,user992@example.com,2023/04/29,plus,FR,35.0
C100483,Camille Martin,user483@example.com,2024/04/23,basic,FR,30.0
C100442,Camille Martin,user442@example.com,2023/03/21,basic,FR,26.0
C100503,Sarah Dubois,user503@example.com,2024/06/04,plus,FR,42.0
C100639,Yanis Robert,user639@example.com,2024/07/23,plus,FR,24.0
C100582,Inès Robert,,2023-03-06,basic,FR,59.0
C101021,Hugo Durand,user1021@example.com,13/02/2023,basic,FR,23.0
C100750,Sarah Moreau,user750@example.com,2024-07-30,premium,FR,74.0
C100874,Alex Richard,user874@example.com,23/02/2024,basic,FR,37.0
C100576,Emma Bernard,user576@example.com,09/07/2024,plus,FR,39.0
C100673,Alex Richard,user673@example.com,2023/02/27,premium,FR,27.0
C100713,Alex Durand,user713@example.com,03/04/2024,,FR,50.0
C100885,Jules Moreau,user885@example.com,16/03/2024,basic,FR,61.0
C100397,Nina Martin,user397@example.com,28/04/2023,basic,FR,31.0
C100903,Hugo Petit,user903@example.com,2024/06/14,premium,FR,60.0
C100822,Omar Moreau,user822@example.com,2023/03/23,basic,FR,76.0
C100188,Sarah Bernard,user188@example.com,2023/05/24,premium,FR,23.0
C101060,Léa Dubois,,2024/04/07,plus,FR,64.0
C100490,Sarah Leroy,user490@example.com,13/07/2024,plus,FR,73.0
C101082,Emma Leroy,,2024/07/28,basic,FR,84.0
C101100,Sarah Robert,user1100@example.com,2023/10/15,premium,FR,68.0
C101131,Yanis Thomas,user1131@example.com,2024/02/07,basic,FR,55.0
C100122,Emma Petit,user122@example.com,28/01/2024,basic,FR,44.0
C100009,Léa Moreau,user9@example.com,2023/02/26,basic,FR,84.0
C100977,Jules Martin,user977@example.com,2023/12/10,plus,FR,40.0
C100164,Hugo Moreau,user164@example.com,2023-09-08,basic,FR,74.0
C100804,Omar Leroy,user804@example.com,2024/03/18,basic,FR,29.0
C100786,Yanis Petit,user786@example.com,2023/01/20,basic,FR,30.0
C100622,Sarah Thomas,user622@example.com,2023-04-10,basic,FR,46.0
C100101,Omar Richard,user101@example.com,2023/04/30,plus,FR,48.0
C100949,Inès Robert,user949@example.com,2023/06/16,basic,FR,
C100351,Noah Leroy,user351@example.com,27/01/2023,,FR,42.0
C100373,Emma Moreau,user373@example.com,2023-08-13,plus,FR,250.0
C100571,Noah Dubois,user571@example.com,07/09/2023,plus,FR,83.0
C100560,Inès Petit,user560@example.com,2023/11/18,basic,FR,26.0
C100726,Hugo Petit,user726@example.com,2024/03/08,basic,FR,75.0
C100271,Yanis Durand,user271@example.com,2023-01-14,basic,FR,24.0
C100621,Hugo Durand,user621@example.com,2023/10/14,basic,FR,56.0
C100953,Yanis Bernard,user953@example.com,2023/09/14,plus,FR,74.0
C100689,Hugo Thomas,user689@example.com,32/13/2025,basic,FR,41.0
C100645,Camille Petit,user645@example.com,2023/07/17,plus,FR,26.0
C100239,Jules Moreau,user239@example.com,2024-01-12,,FR,59.0
C101154,Léa Richard,user1154@example.com,2023/07/02,basic,FR,75.0
C100076,Noah Robert,user76@example.com,18/07/2023,basic,FR,21.0
C100223,Omar Thomas,user223@example.com,2023-05-02,basic,FR,59.0
C100662,Sarah Durand,user662@example.com,2023/01/22,premium,FR,84.0
C100642,Camille Dubois,user642@example.com,2024/05/27,basic,FR,62.0
C100830,Inès Richard,user830@example.com,28/05/2023,basic,FR,56.0
C100919,Inès Moreau,user919@example.com,2024/01/17,basic,FR,42.0
C101139,Omar Dubois,user1139@example.com,2023/11/20,basic,FR,59.0
C100518,Alex Leroy,user518@example.com,2023-10-13,plus,FR,26.0
C101057,Alex Richard,,08/04/2024,,FR,54.0
C100460,Yanis Robert,,09/03/2024,basic,FR,45.0
C100311,Nina Richard,user311@example.com,2024/02/08,basic,FR,70.0
C100018,Nina Bernard,user18@example.com,2024/05/18,plus,FR,
C100191,Noah Leroy,user191@example.com,14/01/2024,plus,FR,43.0
C100413,Inès Petit,user413@example.com,2023/03/21,basic,FR,50.0
C100894,Inès Richard,user894@example.com,25/03/2024,premium,FR,31.0
C101039,Camille Robert,user1039@example.com,2024-05-11,basic,FR,77.0
C100280,Inès Thomas,user280@example.com,2023-06-15,basic,FR,62.0
C100499,Emma Robert,user499@example.com,13/09/2023,,FR,24.0
C100328,Léa Leroy,user328@example.com,2023-03-26,basic,FR,46.0
C100000,Emma Bernard,,23/02/2023,,FR,66.0
C100572,Omar Dubois,user572@example.com,19/06/2023,plus,FR,51.0
C100755,Inès Bernard,user755@example.com,2023/09/20,premium,FR,52.0
C101063,Omar Durand,user1063@example.com,28/02/2024,basic,FR,36.0
C100609,Emma Petit,user609@example.com,2024-05-29,basic,FR,57.0
C100741,Omar Bernard,user741@example.com,2024-04-02,basic,FR,49.0
C100950,Camille Martin,user950@example.com,2023-02-26,,FR,28.0
C100339,Hugo Moreau,user339@example.com,2024-07-25,basic,FR,53.0
C100182,Inès Richard,user182@example.com,2023/10/26,basic,FR,60.0
C100493,Hugo Martin,,2023/12/28,plus,FR,65.0
C101189,Yanis Richard,user1189@example.com,2023-01-05,basic,FR,52.0
C100781,Hugo Martin,user781@example.com,18/01/2024,basic,FR,
C100096,Sarah Leroy,user96@example.com,2023-05-24,,FR,83.0
C100666,Yanis Richard,user666@example.com,2023-10-29,,FR,28.0
C100055,Léa Robert,user55@example.com,2023-01-27,premium,FR,58.0
C100350,Yanis Martin,user350@example.com,2023/11/16,basic,FR,52.0
C100983,Jules Bernard,user983@example.com,2024/01/24,basic,FR,52.0
C101023,Camille Thomas,user1023@example.com,2024-05-20,basic,FR,43.0
C100039,Hugo Dubois,user39@example.com,14/01/2024,basic,FR,29.0
C100522,Hugo Durand,,2023/04/26,plus,FR,30.0
C101125,Inès Dubois,,21/05/2024,premium,FR,26.0
C101078,Noah Thomas,user1078@example.com,2023-09-08,premium,FR,17.0
C100304,Yanis Robert,user304@example.com,2023-11-22,plus,FR,48.0
C100215,Emma Bernard,user215@example.com,2023/06/13,plus,FR,38.0
C100825,Sarah Richard,user825@example.com,2023-02-24,basic,FR,64.0
C100298,Léa Moreau,user298@example.com,2023-06-20,basic,FR,66.0
C100371,Noah Thomas,user371@example.com,2024/02/01,plus,FR,24.0
C100538,Léa Robert,user538@example.com,2023/11/21,basic,FR,
C101029,Nina Richard,user1029@example.com,20/07/2023,plus,FR,77.0
C100696,Emma Martin,user696@example.com,09/03/2024,plus,FR,78.0
C100237,Nina Martin,user237@example.com,2023-09-17,basic,FR,74.0
C100376,Léa Petit,,17/03/2024,plus,FR,56.0
C100088,Sarah Thomas,user88@example.com,05/04/2024,basic,FR,0.0
C100972,Noah Martin,user972@example.com,14/10/2023,basic,FR,60.0
C100529,Emma Moreau,user529@example.com,2024-07-06,basic,FR,70.0
C101174,Nina Bernard,user1174@example.com,2023/01/06,basic,FR,63.0
C100268,Inès Petit,user268@example.com,03/01/2024,plus,FR,80.0
C100038,Noah Bernard,user38@example.com,2023/06/16,basic,FR,45.0
C100152,Noah Leroy,user152@example.com,04/07/2024,basic,FR,
C100079,Emma Robert,user79@example.com,06/02/2024,plus,FR,
C100429,Noah Durand,,2024-03-05,basic,FR,63.0
C100661,Alex Mart1n,user661@examp1e.com,2024-03-16,,FR,66.0
C100315,Noah Dubois,user315@examp1e.com,2024-01-31,basic,FR,41.0
C100325,Yanis Mart1n,user325@examp1e.com,2023/05/19,basic,FR,68.0
C100285,Omar Moreau,user285@examp1e.com,16/07/2024,basic,FR,32.0
C101086,Camille Leroy,user1086@examp1e.com,2024/04/25,premium,FR,66.0
C100443,Hugo Robert,user443@examp1e.com,2023-10-21,basic,FR,46.0
C100494,Omar Richard,user494@examp1e.com,2023-06-23,,FR,72.0
C101025,Nina Petit,user1025@examp1e.com,2023/02/03,basic,FR,31.0
C100924,Camille Robert,,2023/05/29,basic,FR,55.0
C101062,Camille Robert,user1062@examp1e.com,2023/03/28,basic,FR,22.0
C100272,Yanis Thomas,user272@examp1e.com,2023/04/01,basic,FR,56.0
C101099,Yanis Leroy,,2023/09/18,plus,FR,16.0
C100335,Noah Dubois,user335@examp1e.com,29/04/2024,basic,FR,
C101199,Léa Petit,user1199@examp1e.com,08/01/2024,plus,FR,82.0
C100437,Jules Robert,user437@examp1e.com,10/07/2024,premium,FR,24.0
C100963,Jules Bernard,,2023/05/11,basic,FR,19.0
C100811,Yanis Bernard,user811@examp1e.com,2024-06-11,basic,FR,18.0
C100863,Yanis Bernard,user863@examp1e.com,2024-04-08,basic,FR,26.0
C100533,Omar Bernard,user533@examp1e.com,2023-06-20,basic,FR,73.0
C100068,Léa Robert,,2023-02-15,basic,FR,20.0
C101066,Camille Dubois,user1066@examp1e.com,09/07/2024,plus,FR,33.0
C100101,Omar Richard,user101@examp1e.com,2023/04/30,plus,FR,48.0
C100047,Omar Robert,user47@examp1e.com,2024-06-19,,FR,69.0
C101141,Omar Richard,,23/07/2023,basic,FR,59.0
C100416,Nina Durand,,04/08/2024,basic,FR,41.0
C100319,Léa Durand,user319@examp1e.com,2024-04-06,basic,FR,30.0
C100499,Emma Robert,user499@examp1e.com,13/09/2023,,FR,24.0
C100462,Sarah Moreau,user462@examp1e.com,25/03/2024,plus,FR,
C100475,Noah Durand,user475@examp1e.com,2024-04-15,premium,FR,
C100695,Jules Bernard,user695@examp1e.com,2023-06-02,basic,FR,16.0
C100806,Léa Leroy,,2023/11/23,basic,FR,33.0
C100117,Jules Moreau,user117@examp1e.com,2023/03/25,basic,FR,53.0
C101087,Emma Dubois,user1087@examp1e.com,2024/08/17,plus,FR,67.0
C100050,Inès Durand,user50@examp1e.com,2024/03/31,basic,FR,77.0
C100586,Yanis Dubois,user586@examp1e.com,2024/02/18,basic,FR,36.0
C100030,Alex Thomas,,28/09/2023,basic,FR,19.0
C100847,Alex Richard,,31/01/2023,basic,FR,31.0
C100429,Noah Durand,,2024-03-05,basic,FR,63.0
C100854,Hugo Moreau,user854@examp1e.com,2023/06/22,,FR,46.0
C100420,Nina Richard,user420@examp1e.com,2024-07-10,basic,FR,35.0
