DateComm	DateLiv	Nom	Prénom	Ancienneté	Secteur	CodePostal	Pays	TrancheHoraire	TypeFoyer	Produit	Allégé	NomGamme	NomRayon	Prix Unitaire	Quantité	Prix de Revient
06/01/2024	07/01/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	120	O5,14
13/01/2024	15/01/2024	David	Janine	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Filo Mix	0	Pâtes et céréales	Plats	5	9	O3,84
08/04/2024	10/04/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	12.85	35	O9,58
14/04/2024	15/04/2024	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Matin	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	50	O9,9
18/04/2024	19/04/2024	Theriot	Georg	Nouveau	Paris 14	75014	France	Soirée	Célibataire sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	35	O5,14
21/05/2024	22/05/2024	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec un enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	30	O5,14
01/06/2024	02/06/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	27	O5,88
01/06/2024	02/06/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	120	27,7
23/07/2024	25/07/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	30	O9,9
28/07/2024	29/07/2024	Toussaint	Mary	Habitué	Le Kremlin-B.	94270	France	Matin	Célibataire avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	20	O5,14
28/07/2024	29/07/2024	Toussaint	Mary	Habitué	Le Kremlin-B.	94270	France	Matin	Célibataire avec deux enfants ou plus	Ipoh Coffee	0	Alcools	Boissons	32.85	20	21,73
07/07/2024	08/07/2024	Gallant	Art	Habitué	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	12.85	20	O9,58
21/08/2024	22/08/2024	Damboue	Anabela	Récent	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Chartreuse verte	0	Alcools	Boissons	12.85	28	O8,72
22/08/2024	23/08/2024	Duhon	Jonas	Habitué	Ivry	94200	France	Matin	Célibataire sans enfant	Steeleye Stout	0	Alcools	Boissons	12.85	8	O9,58
22/08/2024	23/08/2024	Duhon	Jonas	Habitué	Ivry	94200	France	Matin	Célibataire sans enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	9	21,73
05/09/2024	06/09/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Chartreuse verte	0	Alcools	Boissons	12.85	10	O8,72
08/09/2024	09/09/2024	Guidry	Miguel	Récent	Paris 13	75013	France	Matin	Célibataire sans enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	5	21,73
02/12/2024	03/12/2024	Lafont	Carlos	Récent	Paris 14	75014	France	Soirée	Célibataire sans enfant	Chartreuse verte	0	Alcools	Boissons	12.85	8	O8,72
17/12/2024	20/12/2024	Duhon	Jonas	Habitué	Ivry	94200	France	Soirée	Célibataire sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	5	O5,14
01/01/2025	02/01/2025	Robichaud	Felipe	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	20	O9,9
04/01/2025	05/01/2025	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Matin	Célibataire avec un enfant	Steeleye Stout	0	Alcools	Boissons	12.85	10	O9,58
04/07/2022	07/07/2022	Gautreaux	Mario	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	30.3	35	27,7
08/07/2022	09/07/2022	Gautreaux	Mario	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Maxilaku	1	Desserts	Plats	11.45	40	O9,86
07/11/2024	08/11/2024	Fontenot	Carlos	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Perth Pasties	0	Viandes	Plats	18.7	70	16,14
10/11/2024	12/11/2024	Eschete	Isabel	Nouveau	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	30.3	18	27,7
15/03/2023	17/03/2023	Lecompte	Martine	Récent	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Zaanse koeken	0	Desserts	Plats	5.45	30	O5,24
24/03/2023	25/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	30.3	25	27,7
01/11/2023	02/11/2023	Lecompte	Martine	Habitué	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	15	27,7
05/12/2023	06/12/2023	Thibeau	Jose	Nouveau	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Zaanse koeken	0	Desserts	Plats	6.8	10	O5,24
01/01/2024	02/01/2024	Fontenot	Peter	Habitué	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Perth Pasties	0	Viandes	Plats	23.45	10	16,14
22/03/2024	24/03/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Valkoinen suklaa	0	Desserts	Plats	11.6	40	10,12
11/05/2024	12/05/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Zaanse koeken	0	Desserts	Plats	6.8	30	O5,24
11/05/2024	12/05/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	28	27,7
21/05/2024	22/05/2024	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec un enfant	Filo Mix	0	Pâtes et céréales	Plats	5	15	O3,84
08/06/2024	09/06/2024	Moyse	Pirkko	Récent	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Tourtière	0	Viandes	Plats	5.3	3	O3,91
28/06/2024	29/06/2024	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Matin	Célibataire avec deux enfants ou plus	Tourtière	0	Viandes	Plats	5.3	6	O3,91
28/07/2024	29/07/2024	Toussaint	Mary	Habitué	Le Kremlin-B.	94270	France	Matin	Célibataire avec deux enfants ou plus	Chocolade	0	Desserts	Plats	9.1	8	O6,48
07/07/2024	08/07/2024	Gallant	Art	Habitué	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	6	27,7
25/08/2024	28/08/2024	Champagne	Henriette	Récent	Paris 5	75005	France	Soirée	Célibataire sans enfant	Perth Pasties	0	Viandes	Plats	23.45	9	16,14
09/09/2024	12/09/2024	Toussaint	Mary	Habitué	Le Kremlin-B.	94270	France	Soirée	Célibataire avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	4	27,7
16/12/2024	17/12/2024	Rodrigue	Maurizio	Habitué	Ivry	94200	France	Soirée	Célibataire avec un enfant	Filo Mix	0	Pâtes et céréales	Plats	5	14	O3,84
13/01/2025	14/01/2025	Eschete	Daniel	Nouveau	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Filo Mix	0	Pâtes et céréales	Plats	5	5	O3,84
22/01/2025	23/01/2025	Belanger	Helen	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Perth Pasties	0	Viandes	Plats	23.45	2	16,14
29/09/2022	02/10/2022	Fontenot	Peter	Récent	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	31.45	70	28,01
03/11/2022	04/11/2022	Babineau	Laurence	Récent	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Tourtière	0	Viandes	Plats	4.2	15	O3,91
20/11/2022	22/11/2022	Fontenot	Peter	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	13.7	40	11,86
19/12/2022	21/12/2022	Babineau	Laurence	Récent	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Tourtière	0	Viandes	Plats	4.2	24	O3,91
27/11/2024	28/11/2024	Lecompte	Martine	Récent	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Tourtière	0	Viandes	Plats	4.2	6	O3,91
09/03/2023	11/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	13.7	2	11,86
15/03/2023	17/03/2023	Lecompte	Martine	Récent	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	31.45	12	28,01
27/03/2023	29/03/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	31.45	30	28,01
30/03/2023	31/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	31.45	60	28,01
12/09/2023	14/09/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Matin	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	35	28,01
29/11/2023	30/11/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	20	16,48
01/01/2024	02/01/2024	Fontenot	Peter	Habitué	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	30	O6,63
08/04/2024	10/04/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	40	O5,88
11/04/2024	13/04/2024	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	50	16,48
21/04/2024	22/04/2024	Belanger	Helen	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	15	18,86
21/04/2024	22/04/2024	Belanger	Helen	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	6	28,01
23/04/2024	24/04/2024	Moyse	Pirkko	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	40	O5,88
11/05/2024	12/05/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	60	18,86
26/05/2024	29/05/2024	Bastarache	Renate	Récent	Paris 5	75005	France	Matin	Célibataire avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	25	28,01
22/06/2024	23/06/2024	Cyr	André	Habitué	Paris 5	75005	France	Soirée	Célibataire sans enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	20	18,86
04/07/2024	05/07/2024	Belanger	Helen	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	2	24,73
31/07/2024	02/08/2024	Babineau	Howard	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Tarte au sucre	0	Desserts	Plats	35.2	20	24,73
10/07/2024	13/07/2024	Lafont	Carlos	Récent	Paris 14	75014	France	Soirée	Célibataire sans enfant	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	15	O9,56
10/07/2024	13/07/2024	Lafont	Carlos	Récent	Paris 14	75014	France	Soirée	Célibataire sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	40	28,01
19/08/2024	20/08/2024	Belanger	Helen	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	21	16,48
30/08/2024	01/09/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	24	O9,56
30/08/2024	01/09/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	60	16,48
07/12/2024	09/12/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	17.15	30	11,86
07/12/2024	09/12/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	6	24,73
19/12/2024	20/12/2024	Benoit	Matti	Habitué	Ivry	94200	France	Soirée	Couple sans enfant	Maxilaku	1	Desserts	Plats	14.3	10	O9,86
31/12/2024	01/01/2025	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Soirée	Célibataire sans enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	25	16,48
04/08/2022	06/08/2022	David	Janine	Récent	Le Kremlin-B.	94270	France	Après-Midi	Couple avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	20.55	7	17,6
27/11/2024	28/11/2024	Lecompte	Martine	Récent	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	28.15	35	24,73
03/01/2023	05/01/2023	Eschete	Isabel	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	21.7	28	18,86
28/02/2023	02/03/2023	Babineau	Laurence	Récent	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	19	8	15,7
15/05/2023	16/05/2023	Bideau	Patricio	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	6	O6,34
13/07/2023	14/07/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	15	24,73
23/09/2023	26/09/2023	Olivier	Karin	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	28	18,86
05/12/2023	06/12/2023	Thibeau	Jose	Nouveau	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	45	18,86
05/12/2023	06/12/2023	Thibeau	Jose	Nouveau	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	30	16,48
25/12/2023	27/12/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Laughing Lumberjack Lager	0	Sirops	Boissons	10	25	O8,8
06/01/2024	07/01/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Tourtière	0	Viandes	Plats	5.3	30	O3,91
19/03/2024	20/03/2024	Rodrigue	Maurizio	Récent	Ivry	94200	France	Soirée	Célibataire avec un enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	10	18,86
19/03/2024	20/03/2024	Rodrigue	Maurizio	Récent	Ivry	94200	France	Soirée	Célibataire avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	10	28,01
08/04/2024	10/04/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	14	18,86
23/04/2024	24/04/2024	Moyse	Pirkko	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	25	28,01
21/05/2024	22/05/2024	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec un enfant	Tarte au sucre	0	Desserts	Plats	35.2	15	24,73
29/05/2024	01/06/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Louisiana Hot Spiced Okra	0	Condiments	Fruits & Légumes	12.15	50	O8,98
08/06/2024	09/06/2024	Moyse	Pirkko	Récent	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	20	18,86
12/08/2024	13/08/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	10.7	9	O7,54
21/08/2024	22/08/2024	Damboue	Anabela	Récent	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	30	16,48
30/08/2024	01/09/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	30	15,7
03/09/2024	05/09/2024	Damboue	Anabela	Récent	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	30	O6,63
06/09/2024	08/09/2024	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Matin	Couple sans enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	30	18,86
06/09/2024	08/09/2024	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Matin	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	50	28,01
10/12/2024	11/12/2024	Robichau	Karl	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	15	O6,63
10/12/2024	11/12/2024	Robichau	Karl	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	35	24,73
20/12/2024	21/12/2024	Bergeron	José	Récent	Paris 13	75013	France	Matin	Célibataire avec un enfant	Laughing Lumberjack Lager	0	Sirops	Boissons	10	15	O8,8
23/12/2024	24/12/2024	Mercier	Lúcia	Récent	Paris 5	75005	France	Soirée	Couple sans enfant	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	15	O6,63
26/12/2024	27/12/2024	Guidry	Miguel	Récent	Paris 13	75013	France	Après-Midi	Célibataire sans enfant	Tourtière	0	Viandes	Plats	5.3	10	O3,91
28/12/2024	29/12/2024	Broussard	Sergio	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	20	O9,56
18/01/2025	20/01/2025	Roy	Pascale	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Pâté chinois	0	Viandes	Plats	17.15	25	11,86
18/01/2025	20/01/2025	Roy	Pascale	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	30	O6,63
04/07/2022	07/07/2022	Gautreaux	Mario	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	12	15	10,71
07/11/2024	08/11/2024	Fontenot	Carlos	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	20.55	8	17,6
30/03/2023	31/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	7.15	30	O6,34
14/06/2024	15/06/2024	Gautreaux	Mario	Habitué	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	36	10,71
01/07/2023	02/07/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Matin	Couple avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	18	17,6
10/07/2023	13/07/2023	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Röd Kaviar	0	Poissons et fruits de mer	Frais	10.7	3	O7,28
18/04/2024	19/04/2024	Theriot	Georg	Nouveau	Paris 14	75014	France	Soirée	Célibataire sans enfant	Vegie-spread	0	Condiments	Fruits & Légumes	31.35	9	20,37
18/04/2024	19/04/2024	Theriot	Georg	Nouveau	Paris 14	75014	France	Soirée	Célibataire sans enfant	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	30	17,6
26/04/2024	27/04/2024	Leboeuf	Simon	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	3	17,6
02/05/2024	03/05/2024	Gallant	Art	Habitué	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	6	O6,34
02/05/2024	03/05/2024	Gallant	Art	Habitué	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	20	17,6
17/05/2024	20/05/2024	Champagne	Henriette	Récent	Paris 5	75005	France	Après-Midi	Célibataire sans enfant	Scottish Longbreads	0	Desserts	Plats	8.95	40	O6,34
30/05/2024	02/06/2024	Douaron	Liu	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Laughing Lumberjack Lager	0	Sirops	Boissons	10	3	O8,8
16/07/2024	19/07/2024	Toussaint	Mary	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Célibataire avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	2	10,71
22/07/2024	23/07/2024	Chauvert	Yoshi	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	10.7	5	O7,54
09/08/2024	12/08/2024	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Tarte au sucre	0	Desserts	Plats	35.2	3	24,73
21/08/2024	22/08/2024	Damboue	Anabela	Récent	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	24	O6,34
08/09/2024	09/09/2024	Guidry	Miguel	Récent	Paris 13	75013	France	Matin	Célibataire sans enfant	Scottish Longbreads	0	Desserts	Plats	8.95	20	O6,34
14/09/2024	15/09/2024	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Après-Midi	Couple sans enfant	Outback Lager	0	Alcools	Boissons	10.7	30	O7,54
20/09/2024	21/09/2024	Toussaint	Mary	Habitué	Le Kremlin-B.	94270	France	Soirée	Célibataire avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	10.7	30	O7,54
04/12/2024	06/12/2024	Melanson	Paula	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Outback Lager	0	Alcools	Boissons	10.7	3	O7,54
04/01/2025	05/01/2025	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Matin	Célibataire avec un enfant	Vegie-spread	0	Condiments	Fruits & Légumes	31.35	40	20,37
09/01/2025	10/01/2025	Thibeau	Christina	Récent	Ivry	94200	France	Matin	Couple sans enfant	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	6	O3,98
31/01/2025	03/02/2025	Forest	Giovanni	Habitué	Ivry	94200	France	Soirée	Couple sans enfant	Laughing Lumberjack Lager	0	Sirops	Boissons	10	40	O8,8
14/09/2022	15/09/2022	Fontenot	Carlos	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	7.45	15	O6,79
29/09/2022	02/10/2022	Fontenot	Peter	Récent	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Lakkalikööri	0	Alcools	Boissons	10.3	15	O9,02
12/11/2022	13/11/2022	Fontenot	Peter	Récent	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Mozzarella di Giovanni	0	Produits laitiers	Frais	19.85	25	17,09
09/11/2024	10/11/2024	Fontenot	Peter	Récent	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	12.3	60	10,59
09/11/2024	10/11/2024	Fontenot	Peter	Récent	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Mozzarella di Giovanni	0	Produits laitiers	Frais	19.85	21	17,09
09/03/2023	11/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	8.55	12	O7,54
24/03/2023	25/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Longlife Tofu	0	Produits secs	Fruits & Légumes	5.7	16	O5,09
27/03/2023	29/03/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Röd Kaviar	0	Poissons et fruits de mer	Frais	8.55	20	O7,28
30/03/2023	31/03/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	4.45	36	O3,98
14/06/2024	15/06/2024	Gautreaux	Mario	Habitué	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	9	10,59
01/07/2023	02/07/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Matin	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	30	O3,98
30/09/2023	02/10/2023	Fontenot	Carlos	Habitué	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	40	O3,98
01/11/2023	02/11/2023	Lecompte	Martine	Habitué	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	2	O3,98
25/12/2023	27/12/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Röd Kaviar	0	Poissons et fruits de mer	Frais	10.7	50	O7,28
25/12/2023	27/12/2023	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	25	O3,98
30/03/2024	02/04/2024	Cyr	André	Récent	Paris 5	75005	France	Matin	Célibataire sans enfant	Lakkalikööri	0	Alcools	Boissons	12.85	20	O9,02
11/04/2024	13/04/2024	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Mozzarella di Giovanni	0	Produits laitiers	Frais	24.85	35	17,09
